job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description,min_salary,max_salary,high_comission,negotiable,experience_fill
Manager- IT Business Relationship Urgent,"[('transportation-logistics', 'supply-chain')]",,,Above THB120000 /month,"Full Time, Permanent",[],[],"Key:Responsible for developing and maintaining relationship with business leadership in Eastern Supply Chain region. Region includes China, Hong Kong, Vietnam, and Thailand. Provide single point of contact for collection, analysis, document, and coordination of a client's business requirements and alignment with Information Technology's overall strategy.Business PartnershipDevelop a deep understanding of the broader business to play an active role in shaping the front line agenda.Act as a thought leader to the business and be proactive in identifying opportunities where IT can bring advantages to the organisation.Be a business partner to the different functions, especially Sales, Marketing and eCommerce.Technical LeadershipStrong track of managing and delivering complex and multiple projects successfully at one time.Understanding of ERP systems such as SAP Understanding of BI Analytics Systems and platforms such as Tableu, PowerBI Understanding of Digital and Ecommerce Systems and platforms such as Google Analytics, Salesforce Marketing CloudUnderstanding of Front-line Sales Automation tools such as Salesforce.com, VEEVA and NewspageResults OrientationA track record of consistent delivery in support of the business. A robust approach to setting extremely high expectations of availability and reliability of both enterprise and online IT infrastructure.Pace and urgency in implementing programs and an intense awareness of the cost effectiveness of different technology solutions.He/she will set hard metrics for performance and have excellent project management disciplines, coupled with a personal inclination to drill into detail.Collaboration & InfluencingA track record of working effectively with a range of colleagues across the business as well as significant suppliers and outsource partners.Examples of working through trade-offs with their respective business colleagues in order to gain agreement and buy in to the technical priorities.RequirementsBachelor’s degree; Bachelor to Master IT /MBA or release field More than 10years of working in IT & business field Knowledge of IT,Financial, Payroll, Planning and Manufacturing Systems. Ability to work with diverse business executives and professional staff In depth knowledge of manufacturing business processes. Prefer Apparel and Textile specific knowledge.Strong leadership skills",120000,,False,False,
Consultant / Senior Consultant/ Manager - Performance Improvement (Supply Chain & Operations),"[('professional-services', 'business-consultancy'), ('engineering', 'manufacturing-production'), ('transportation-logistics', 'supply-chain')]",,,Salary provided,"Full Time, Permanent","['As a Supply Chain professional at Performance Improvement (PI), you will be working with many of the world’s leading organizations improving their Supply Chain performance in a rapidly changing environment. You will be part of multidisciplinary teams, bringing diverse perspectives to every challenge. Our team will help you achieve your potential by supporting your professional development and giving you experience with a diverse range of clients and projects.Responsibilities:Work closely across industries with client business teamReview and evaluate current state of Supply Chain and Operations by using a robust set of data analytics and assessment toolsIdentify gaps in client operations and recommend resolutions for further improvementsDesign deliverables content to reflect client needs and strive to develop deliverable quality through verification and validation of resultsManage engagement to ensure the project is on track and all milestones are met under supervision from project manager, and report to client’s top managementConduct market research, feasibility study, and business developmentSupport project manager/ team leader in executing projects and other tasks']","['s:Bachelor of Engineering (Industrial, Mechanical, or Production), BBA, or Supply Chain relatedPreferably Master degree (MBA, Supply Chain Management, and etc.)0-6 years of professional experience with at least one of the following areas: Sales and Operations Planning, Procurement, Manufacturing, or Distribution and LogisticsPreferably consulting professional experience either through internship or past professional backgroundHardworking, self-motivated individual, and team player with excellent interpersonal skillsStrong analytical, problem solving, and managerial skillsAble to work under pressure, aggressive timeframe, and consulting lifestyleVery good Thai and English communication skillsPreferably Lean Operations experience, Six Sigma educated, and/or TPS practicedEquipped with MS office, and capable of analysis applications is advantageousPreferably experience in VBAAbility to travel to upcountry or abroad is requiredIf you are looking for a challenging job with dynamic fast-paced environment, we invite you joining our hands and building a better working world! ']","As a Supply Chain professional at Performance Improvement (PI), you will be working with many of the world’s leading organizations improving their Supply Chain performance in a rapidly changing environment. You will be part of multidisciplinary teams, bringing diverse perspectives to every challenge. Our team will help you achieve your potential by supporting your professional development and giving you experience with a diverse range of clients and projects.Responsibilities:Work closely across industries with client business teamReview and evaluate current state of Supply Chain and Operations by using a robust set of data analytics and assessment toolsIdentify gaps in client operations and recommend resolutions for further improvementsDesign deliverables content to reflect client needs and strive to develop deliverable quality through verification and validation of resultsManage engagement to ensure the project is on track and all milestones are met under supervision from project manager, and report to client’s top managementConduct market research, feasibility study, and business developmentSupport project manager/ team leader in executing projects and other tasksQualifications:Bachelor of Engineering (Industrial, Mechanical, or Production), BBA, or Supply Chain relatedPreferably Master degree (MBA, Supply Chain Management, and etc.)0-6 years of professional experience with at least one of the following areas: Sales and Operations Planning, Procurement, Manufacturing, or Distribution and LogisticsPreferably consulting professional experience either through internship or past professional backgroundHardworking, self-motivated individual, and team player with excellent interpersonal skillsStrong analytical, problem solving, and managerial skillsAble to work under pressure, aggressive timeframe, and consulting lifestyleVery good Thai and English communication skillsPreferably Lean Operations experience, Six Sigma educated, and/or TPS practicedEquipped with MS office, and capable of analysis applications is advantageousPreferably experience in VBAAbility to travel to upcountry or abroad is requiredIf you are looking for a challenging job with dynamic fast-paced environment, we invite you joining our hands and building a better working world!",,,False,False,0-6 year
"Hub Manager (Western, Eastern, Northern, Northeast)","[('transportation-logistics', 'others'), ('transportation-logistics', 'freight-forwarding')]",,,Salary provided,"Full Time, Permanent",[],[],"We are building an innovative, highly visible, low cost logistics network and we are growing bigger than ever. Our Hub team is now looking for a Manager, Hub in Photaram-Ratchaburi, Chantaburi, Huahin-Phetchaburi, Pak Chong-Nakorn Ratchasima, Udonthani, Chumporn, Kabinburi-Prachinburi, PhitsanulokHub manager is responsible for delivering excellent service to customers with sustainable customer loyalty to achieve business goals, reporting directly to Senior Manager, Area HubResponsibilitiesPlay a significant role in long-term planning, including an initiative geared towards operational excellence.Tactical hub planning in terms of resources (manpower, equipment, space, etc) in line with fluctuation of weekly/monthly volume.Regular meetings with VP Ops & cross functionally with regards to hub operational matters.Establish & keeping track daily/weekly/monthly hub performance report in terms of its services, productivity, efficiency & cost.Analyze issues & work closely with country team for corrective & preventive solutions.Handling customer’s complaint/feedback & excellent trouble shooting skills.Improve the operational systems, processes and policies in support of organizations mission -- specifically, support better management reporting, information flow and management, business process and organizational planning.Being responsible for manpower sourcing & hub assets.Monitor & ensure full compliance of hub operational policies & processes.RequirementsBachelor degree in logistics or related fieldAt least 5 years of work experience, preferably in logistics or hub/courier working environment.Excellence in analytical, problem solving and organizing skills.Ability to work under pressure/tight deadline as a team, self-motivated and be able to work independently under minimum supervision.Excellent computing skills and proficient in excel, word.­Ability to lead & coordinate daily hub activities/processes and committed to get the job doneHard working attitude with integrityProven clear record of criminal check*Please specify the location you would like to apply in your resume or in the remark/note when apply.",,,False,False,5 year
"Customer Management Control Tower - Ocean Freight (Leam Chabang, Chonburi)","[('transportation-logistics', 'freight-forwarding'), ('transportation-logistics', 'supply-chain')]",,,Salary provided,"Full Time, Permanent","[""Main tasks:Ensure the accurate and timely movement of ocean freight to- and from specific locations within the service standards agreed with the CustomerHandle all Customer facing communication and shipment related internal communication between/with DB Schenker stakeholdersProvide Customers with proactive exception management in case of service quality deviations including follow-up and problem resolutionEnsure Customers are invoiced for all shipment related chargesAccountable:Continuously obtain adequate shipping volume forecast information from Shipper and maintain this information at all time – as applicableReceive volume forecast information from Destination Office and overlay with Shipper's volume forecast - as applicableContinuously provide Shipper's volume forecast information internally and Destination OfficeHandle continuous pre-shipment status follow-up with Shipper and inform Destination office - as applicableReceive booking request from Shipper or Destination OfficeQualify booking request details against customer service agreement and current market conditionsRequest and receive VGM details from Shipper - as applicableRequest and receive pickup instructions from Shipper and relay to Operations TeamCapture Shipper's booking request in TMS (TANGO) for file creation - as applicableEvaluate requested routing, equipment availability and enter preferred carrier routing into TMS (TANGO)Handle 'telex release' procedure according to ocean freight SOP - as applicableReceive and/or upload relevant Customer documents to digital archive (ODM) - as applicableEvaluate and ensure shipment profitabilityGenerate operational reporting for Customer - as applicableEnsure compliance with Customer specific KPI's - as applicableResponsible:Support a positive and attractive working atmosphere/environmentAct in a manner which increases Customer satisfaction and loyalty, maximizes shipment profitability and decreases operating expensesPromote a paperless, digital office environment utilizing all modern communication methods and electronic tools provided by DB SchenkerSupport a positive, attractive working atmosphere and office environmentExplore upsell opportunities with the Shipper (involve Sales Team - as applicable)Required skills:Ability to multi-taskEffective communication skills and professional communication etiquetteAdvanced in written and spoken EnglishFluency in written and spoken Thai languagePerform well under pressureStrong computer (Windows PC) skillsDecision-making and problem-solving skillsAbility to prioritize and manage timeAttention to detail and accuracyOrganizational skillsMust work well within a team""]","['s:Bachelor’s Degree in related fieldMinimum 3 years experience in Customer Management Control Tower or related field.Location: Thalaythong Building, Leamchabang, ChonburiWe will consider English language resumes onlySchenkeroffers a wide range of career opportunities within our organization, in Thailand or abroad. The salary and bonus programmes are attractive and all other benefits (medical insurance, provident fund etc) usually offered by international companies are available here too. All salaries are paid 13 times and a results related bonus of up to 2 months salary is paid in addition each year. ']","Main tasks:Ensure the accurate and timely movement of ocean freight to- and from specific locations within the service standards agreed with the CustomerHandle all Customer facing communication and shipment related internal communication between/with DB Schenker stakeholdersProvide Customers with proactive exception management in case of service quality deviations including follow-up and problem resolutionEnsure Customers are invoiced for all shipment related chargesAccountable:Continuously obtain adequate shipping volume forecast information from Shipper and maintain this information at all time – as applicableReceive volume forecast information from Destination Office and overlay with Shipper's volume forecast - as applicableContinuously provide Shipper's volume forecast information internally and Destination OfficeHandle continuous pre-shipment status follow-up with Shipper and inform Destination office - as applicableReceive booking request from Shipper or Destination OfficeQualify booking request details against customer service agreement and current market conditionsRequest and receive VGM details from Shipper - as applicableRequest and receive pickup instructions from Shipper and relay to Operations TeamCapture Shipper's booking request in TMS (TANGO) for file creation - as applicableEvaluate requested routing, equipment availability and enter preferred carrier routing into TMS (TANGO)Handle 'telex release' procedure according to ocean freight SOP - as applicableReceive and/or upload relevant Customer documents to digital archive (ODM) - as applicableEvaluate and ensure shipment profitabilityGenerate operational reporting for Customer - as applicableEnsure compliance with Customer specific KPI's - as applicableResponsible:Support a positive and attractive working atmosphere/environmentAct in a manner which increases Customer satisfaction and loyalty, maximizes shipment profitability and decreases operating expensesPromote a paperless, digital office environment utilizing all modern communication methods and electronic tools provided by DB SchenkerSupport a positive, attractive working atmosphere and office environmentExplore upsell opportunities with the Shipper (involve Sales Team - as applicable)Required skills:Ability to multi-taskEffective communication skills and professional communication etiquetteAdvanced in written and spoken EnglishFluency in written and spoken Thai languagePerform well under pressureStrong computer (Windows PC) skillsDecision-making and problem-solving skillsAbility to prioritize and manage timeAttention to detail and accuracyOrganizational skillsMust work well within a teamQualifications:Bachelor’s Degree in related fieldMinimum 3 years experience in Customer Management Control Tower or related field.Location: Thalaythong Building, Leamchabang, ChonburiWe will consider English language resumes onlySchenkeroffers a wide range of career opportunities within our organization, in Thailand or abroad. The salary and bonus programmes are attractive and all other benefits (medical insurance, provident fund etc) usually offered by international companies are available here too. All salaries are paid 13 times and a results related bonus of up to 2 months salary is paid in addition each year.",,,False,False,3 year
Logistics Officer 30-50K (USA Trading Company),"[('transportation-logistics', 'freight-forwarding'), ('transportation-logistics', 'shipping'), ('transportation-logistics', 'supply-chain')]",,,Salary provided,Full Time,[],[],"Position: Logistics Officer 30-50K (USA Trading Company)Based: 30,000-50,000 Baht/ month plus other benefitsContact Recruiter: Kusumant (086-378-4085)Kusumant (at) mriww.co.thOur client is one of the world’s leading agricultural chemical companies. They are expanding aggressively in Thailand and Asia Pacific region. They are now looking for a Logistics Officer.Responsibilities:Coordinate with overseas colleagues and shipping agents for the shipments review the shipping documents especially COA to ensure the timeliness of the import cargoes.Monitor shipment and frequently update ETA shipment advice to ensure the accurate and timely delivery to the Plant.Liaise with the Plant & Warehouse team to plan the delivery container.Review the draft import entry, provide the supporting documents, and approve to the shipping agents. Coordinate with the shipping agents and the liners as well as monitor their performances.File the shipping documents related to OPS containers appropriately. Report the feedback of products quality and containers to OPS AST.Submit the report of import shipments and sales amount to the Department of internal trade (NorPor 2) and (PorNor 03).Coordinate with internal/external parties on New Product Request form.Provide the summary of urea report to the customers.Perform other duties as assigned by line ManagerRequirements:Male / FemaleThai Nationality3-7 years of relevant experience in logistics, shipping.Multitasking, detailed –oriented.Bachelor degree.Good command of both spoken, written EnglishAttractive salary and generous fringe benefits will be offered to the successful candidates.Interested candidates please send your application letter with resume, current and expected salary with contact details and refer the position asLogistics Officer 30-50K (USA Trading Company)ToKusumant (at) mriww.co.thIf you believe that you are the right one,Call Kusumant""NOW""086-3784085",,,False,False,"30-50K (USA Trading Company)Based: 30,000-50,000 Baht/ month plus other benefitsContact Recruiter: Kusumant (086-378-4085)Kusumant (at) mriww.co.thOur client is one of the world’s leading agricultural chemical companies. They are expanding aggressively in Thailand and Asia Pacific region. They are now looking for a Logistics Officer.Responsibilities:Coordinate with overseas colleagues and shipping agents for the shipments review the shipping documents especially COA to ensure the timeliness of the import cargoes.Monitor shipment and frequently update ETA shipment advice to ensure the accurate and timely delivery to the Plant.Liaise with the Plant & Warehouse team to plan the delivery container.Review the draft import entry, provide the supporting documents, and approve to the shipping agents. Coordinate with the shipping agents and the liners as well as monitor their performances.File the shipping documents related to OPS containers appropriately. Report the feedback of products quality and containers to OPS AST.Submit the report of import shipments and sales amount to the Department of internal trade (NorPor 2) and (PorNor 03).Coordinate with internal/external parties on New Product Request form.Provide the summary of urea report to the customers.Perform other duties as assigned by line ManagerRequirements:Male / FemaleThai Nationality3-7 year"
Supply Chain Manager (90K)/refrigeration or stainless steel fabrication product,"[('transportation-logistics', 'supply-chain'), ('manufacturing', 'manufacturing-management'), ('merchandising-purchasing', 'procurement-purchasing-sourcing')]",,,Salary negotiable,"Full Time, Permanent",[],[],"Key Tasks and ResponsibilitiesDevelop Sourcing Strategies with APAC team Leading of GMO Saving (Product Cost Reduction) both of Direct and Indirect Material to meet company’s target.Responsible for Category Performance in Terms of Quality, Cost, Delivery and ServiceDriving Material Planning to Improve Material Availability and Inventory LevelImprove Supplier DPO (Day Payable Outstanding)Manage Vendor Relationships and Assist in Building Effective PartnershipsTrack Cost Trends of Key Materials, to Properly Control Purchasing CostsCost Analysis for Make vs Buy strategies to gain cost effectivenessInventory reduction: Consignment, VMI, Outsourcing, SKU Reduction, Right sizing, Material aging reviewReduce Manufacturing Lead-Time and Inventory through Value Steam MappingControl Packing and Logistics for cost effectivenessMaterial Risk ManagementProvide Material/Component Innovation’ to Product Development TeamSpecialized SkillsAbility to solve problems and make things happenProficient in Microsoft Excel, PowerPoint and WordEnglish is required, additional languages are a plus. Safety Supervisor LevelTeamwork , Leadership DevelopmentThinking Skill , Adjustment by Defense MechanismsEQ Management for ExcellenceOpen to relocateInterested? Please submit your CV, the shortlisted ones will be contacted.For more information please contact (Khun Mallika - 099 398 6865)",,,False,True,
Warehouse Manager,"[('transportation-logistics', 'inventory-warehousing'), ('transportation-logistics', 'supply-chain')]",,,Salary negotiable,Full Time,"['Report to Warehouse and fulfillment DirectorAccomplishes warehouse operations human resource objectives by recruiting,training, assigning, scheduling, coaching, communicating job expectations.Achieves warehouse operations operational objectives by contributing warehouse operations information and recommendations to strategic plans and reviews; preparing and completing action plans. Meets warehouse operations financial objectives by forecasting requirements; preparing an annual budget and initiating corrective actions.Develops warehouse operations systems by determining product handling and storage requirements; developing, implementing, enforcing, and evaluating policies and procedures; developing processes. Develops warehouse design by planning layout, product flow, and product handling systems; evaluating and recommending new equipment.Develops warehouse operations system improvements by analyzing process work flow, manning and space requirements, and equipment layout; implementing changes.Maintains safe and healthy work environment by establishing, following, and enforcing standards and procedures; complying with legal regulations.Accomplishes warehouse operations and organization mission by completing related results as needed.']","["":Male, Thai national, aged between 35 - 45 yearsBachelor's Degree in Business Administration, Logistics, Supply chain or any related field.At least 8 years’ experience in warehouse and logistics management with a few years at management level.Strong leadership and managerial skills to guide a team and also in dealing with others both inside & outside the company.Experience in managing of IT or engineering equipment, or any similar inventory are preferableStrong analytical skill, Good communication and Opened mindsets.Good command of English. ""]","Report to Warehouse and fulfillment DirectorAccomplishes warehouse operations human resource objectives by recruiting,training, assigning, scheduling, coaching, communicating job expectations.Achieves warehouse operations operational objectives by contributing warehouse operations information and recommendations to strategic plans and reviews; preparing and completing action plans. Meets warehouse operations financial objectives by forecasting requirements; preparing an annual budget and initiating corrective actions.Develops warehouse operations systems by determining product handling and storage requirements; developing, implementing, enforcing, and evaluating policies and procedures; developing processes. Develops warehouse design by planning layout, product flow, and product handling systems; evaluating and recommending new equipment.Develops warehouse operations system improvements by analyzing process work flow, manning and space requirements, and equipment layout; implementing changes.Maintains safe and healthy work environment by establishing, following, and enforcing standards and procedures; complying with legal regulations.Accomplishes warehouse operations and organization mission by completing related results as needed.Qualification:Male, Thai national, aged between 35 - 45 yearsBachelor's Degree in Business Administration, Logistics, Supply chain or any related field.At least 8 years’ experience in warehouse and logistics management with a few years at management level.Strong leadership and managerial skills to guide a team and also in dealing with others both inside & outside the company.Experience in managing of IT or engineering equipment, or any similar inventory are preferableStrong analytical skill, Good communication and Opened mindsets.Good command of English.",,,False,True,"35 - 45 yearsBachelor's Degree in Business Administration, Logistics, Supply chain or any related field.At least 8 year"
TRAFFIC OFFICER,"[('transportation-logistics', 'export-import')]",,,Salary provided,"Full Time, Permanent","['Basic Purpose: To plan , manage and ensure accuracy of all activities in terms of import & export. To coordinate with shipping agent for effective customs elearance']","["" :1. Bachelor's degree in Logistics or any field.2. Experience in contacting customs and BOI. 3. Good English communication 4. Able to work in Lamphun province. ""]","Basic Purpose: To plan , manage and ensure accuracy of all activities in terms of import & export. To coordinate with shipping agent for effective customs elearanceQualification :1. Bachelor's degree in Logistics or any field.2. Experience in contacting customs and BOI. 3. Good English communication 4. Able to work in Lamphun province.",,,False,False,
Customs & Global Trade Advisory : Senior Consultant - Manager,"[('transportation-logistics', 'automotive'), ('transportation-logistics', 'shipping'), ('transportation-logistics', 'export-import')]",,,Salary provided,"Full Time, Permanent","['Deloitte Thailand is looking to expand our Global Trade Advisory team with a Senior Consultant or Manager.Our Customs & Global Trade Advisory team helps companies navigate the complex maze of customs and trade rules, manage compliance risks and maximize cost and duty savings opportunities associated with the production, transport, import and export of goods around the world.For the new hire we are interested in candidates who have the right academic background and work experience in the field of customs, excise tax and international trade, preferably in the automotive sector.The selected candidate will immediately be seconded to one of our clients located in Rayong on a full time basis for the duration of one year. After one year, the employee will work within Deloitte’s Global Trade Advisory team in Bangkok.Responsibilities:For the on-site secondment, the selected candidate is expected to provide daily operational support to the ongoing customs and excise operations of an automotive manufacturer, including:Tariff classification of new products and HS code monitoring (including updates and conversion)Customs clearance oversight for import and export (including coordination with and review of customs brokers, data management, document retention and day to day direction)Free Zone operations oversight (local inbound, local content submissions)Excise Tax submissionsFTA review, analysis and submission for exportsConsignments/ scrap parts review and reportingAPI inventorySupport with customs/excise tax/local content auditsPrepare monthly reports on import/export value and duty savingsBusiness Risk ManagementImpact analysis of new regulations (customs and other)Obtain license extensions and reportsAttend and facilitate meetings and conference callsAs a Deloitte advisor, the selected candidate is expected to provide customs, trade and excise services (advisory, planning, due diligence, compliance reviews, etc) to multinational clients in a variety of industries:Conduct research and analysis of a wide range of customs, trade and excise issues related to business transactions in Thailand under international (WTO/WCO), regional (ASEAN) and Thai regulations to advise multinational companies on global import and export strategies and compliance requirementsSupport Clients with the development and execution of duty/ excise tax minimization and supply chain optimization strategies by utilizing Free Trade Agreements, customs privilege schemes and transaction restructuring Support Clients in managing the risks of international trade from a customs compliance perspective, with a specific focus on valuation, customs classification, import and export controls and dealing with customs authorities Provide assistance to Partner, Director and Manager in handling client portfolios and assignments, as well as the preparation of workshops, seminars and conferencesEngage in cross-border projects as part of an integrated Customs & Global Trade network in the APAC region to deliver multinational clients tailor made solutions']","['s:Bachelor or Master’s Degree in Law, Taxation or another business related field3 - 9 years of working experience in providing customs, international trade, excise and/or other related tax/legal servicesExcellent verbal and written communication skills, with a strong command of EnglishDemonstrate interest in international trade or international businessCreative thinker; a thirst for knowledge; good reasoning, processing and analytical skills; efficient multi-taskingProject management skills, confident, with a strong business senseAble to manage works under pressureProficiency in the use of Microsoft Word, Excel and PowerPoint ']","Deloitte Thailand is looking to expand our Global Trade Advisory team with a Senior Consultant or Manager.Our Customs & Global Trade Advisory team helps companies navigate the complex maze of customs and trade rules, manage compliance risks and maximize cost and duty savings opportunities associated with the production, transport, import and export of goods around the world.For the new hire we are interested in candidates who have the right academic background and work experience in the field of customs, excise tax and international trade, preferably in the automotive sector.The selected candidate will immediately be seconded to one of our clients located in Rayong on a full time basis for the duration of one year. After one year, the employee will work within Deloitte’s Global Trade Advisory team in Bangkok.Responsibilities:For the on-site secondment, the selected candidate is expected to provide daily operational support to the ongoing customs and excise operations of an automotive manufacturer, including:Tariff classification of new products and HS code monitoring (including updates and conversion)Customs clearance oversight for import and export (including coordination with and review of customs brokers, data management, document retention and day to day direction)Free Zone operations oversight (local inbound, local content submissions)Excise Tax submissionsFTA review, analysis and submission for exportsConsignments/ scrap parts review and reportingAPI inventorySupport with customs/excise tax/local content auditsPrepare monthly reports on import/export value and duty savingsBusiness Risk ManagementImpact analysis of new regulations (customs and other)Obtain license extensions and reportsAttend and facilitate meetings and conference callsAs a Deloitte advisor, the selected candidate is expected to provide customs, trade and excise services (advisory, planning, due diligence, compliance reviews, etc) to multinational clients in a variety of industries:Conduct research and analysis of a wide range of customs, trade and excise issues related to business transactions in Thailand under international (WTO/WCO), regional (ASEAN) and Thai regulations to advise multinational companies on global import and export strategies and compliance requirementsSupport Clients with the development and execution of duty/ excise tax minimization and supply chain optimization strategies by utilizing Free Trade Agreements, customs privilege schemes and transaction restructuring Support Clients in managing the risks of international trade from a customs compliance perspective, with a specific focus on valuation, customs classification, import and export controls and dealing with customs authorities Provide assistance to Partner, Director and Manager in handling client portfolios and assignments, as well as the preparation of workshops, seminars and conferencesEngage in cross-border projects as part of an integrated Customs & Global Trade network in the APAC region to deliver multinational clients tailor made solutionsQualifications:Bachelor or Master’s Degree in Law, Taxation or another business related field3 - 9 years of working experience in providing customs, international trade, excise and/or other related tax/legal servicesExcellent verbal and written communication skills, with a strong command of EnglishDemonstrate interest in international trade or international businessCreative thinker; a thirst for knowledge; good reasoning, processing and analytical skills; efficient multi-taskingProject management skills, confident, with a strong business senseAble to manage works under pressureProficiency in the use of Microsoft Word, Excel and PowerPoint",,,False,False,3 - 9 year
Risk Management Specialist,"[('transportation-logistics', 'inventory-warehousing')]",,,Salary provided,"Full Time, Permanent","['Responsibilities:Support all departments in identifying and evaluating risks including setting Key Risk Indicator (KRI)Review risk assessment, Key Risk Indicator (KRI) and ensure the adequacy of existing controls / mitigating actionsMonitor all incidents from various sources for risk analysis Monitor and follow up all departments to complete preventive actions as plannedSupport BCM arrangement and implementation Develop tools to support incident and risk reporting and monitoring Other tasks related to Risk Management as required ']","["":Bachelor's degree or higher in Risk Management, Business Administration, Finance, Economic or related fieldsMinimum 2 years of experience in Risk Management, Internal Audit/Control, Business Process ImprovementGood interpersonal, communication and analytical skill Good command of English skill Good Computer skill in MS.Office  ""]","Responsibilities:Support all departments in identifying and evaluating risks including setting Key Risk Indicator (KRI)Review risk assessment, Key Risk Indicator (KRI) and ensure the adequacy of existing controls / mitigating actionsMonitor all incidents from various sources for risk analysis Monitor and follow up all departments to complete preventive actions as plannedSupport BCM arrangement and implementation Develop tools to support incident and risk reporting and monitoring Other tasks related to Risk Management as required Qualification:Bachelor's degree or higher in Risk Management, Business Administration, Finance, Economic or related fieldsMinimum 2 years of experience in Risk Management, Internal Audit/Control, Business Process ImprovementGood interpersonal, communication and analytical skill Good command of English skill Good Computer skill in MS.Office",,,False,False,2 year
เจ้าหน้าที่ฝึกอบรมและตรวจสอบการทำงาน,"[('transportation-logistics', 'supply-chain')]",,,THB30000 - 35000 /month (negotiable),"Full Time, Permanent",[],[],รายละเอียดงาน1. ดูแลรับผิดชอบกระบวนการทำงานของศูนย์กระจายสินค้า2. ฝึกอบรมพนักงาน3. ตรวจสอบกระบวนการทำงานของศูนย์กระจายสินค้าคุณสมบัติผู้สมัคร1. เพศหญิงหรือชาย อายุไม่เกิน 28 ปี2. จบการศึกษาระดับปริญญาตรีขึ้นไป สาขาใดก็ได้3. จำเป็นต้องสื่อสารภาษาจีนได้เป็นอย่างดี4. สามารถขับขี่รถยนต์ได้ และมีใบขับขี่5. มีทักษะในการสื่อสารและประสานงานอย่างมีประสิทธิภาพ6. มีทักษะในด้านการบริหารจัดการ7. สามารถเดินทางออกต่างจังหวัดได้,30000,35000,False,True,
Logistic Assistant/ BOI/ Import/Export (45K),"[('transportation-logistics', 'freight-forwarding'), ('transportation-logistics', 'inventory-warehousing'), ('transportation-logistics', 'export-import')]",,,Salary provided,Permanent,"['Logistic Assistant/ BOI/ Import/Export (45K)Location:Chachoengsao BangpakongResponsibilities:Handle import & export shipping documents Handle BOI and IEAT Handle inventory management Coordinate with warehouse for stock receiving and maintain daily updated inventory record into internal systemManage the inbound and outbound administrative documentation Support in coordination internally and externally Answer queries by employees and clients Distribute and store correspondence (e.g. letters, emails and packages ']","[""s:Bachelor's degree in any related fields 3 years of working experience Experience in logistics (import/export) Experience in BOI and IEAT Keen at office management software (MS Excel and MS Word, specifically) Strong organization skills with a problem-solving attitude Good written and verbal communication skills in English and Thai Attention to detail If you are interested, please submit your profile to Jobsdb website. Only qualified candidate will be notified for next step of recruitment processAdecco Eastern Seaboard Recruitment Ltd.190/25 Harbor Pattaya Building, Unit 10R09, 10th Floor, Moo 9 Tambol Nongprue, Amphur Banglamung, Chonburi 20260 l Tel. 038 199339 l Website:http://www.adecco.co.thContact K. Benya Tel.: 085 056 3465 ""]","Logistic Assistant/ BOI/ Import/Export (45K)Location:Chachoengsao BangpakongResponsibilities:Handle import & export shipping documents Handle BOI and IEAT Handle inventory management Coordinate with warehouse for stock receiving and maintain daily updated inventory record into internal systemManage the inbound and outbound administrative documentation Support in coordination internally and externally Answer queries by employees and clients Distribute and store correspondence (e.g. letters, emails and packages Qualifications:Bachelor's degree in any related fields 3 years of working experience Experience in logistics (import/export) Experience in BOI and IEAT Keen at office management software (MS Excel and MS Word, specifically) Strong organization skills with a problem-solving attitude Good written and verbal communication skills in English and Thai Attention to detail If you are interested, please submit your profile to Jobsdb website. Only qualified candidate will be notified for next step of recruitment processAdecco Eastern Seaboard Recruitment Ltd.190/25 Harbor Pattaya Building, Unit 10R09, 10th Floor, Moo 9 Tambol Nongprue, Amphur Banglamung, Chonburi 20260 l Tel. 038 199339 l Website:http://www.adecco.co.thContact K. Benya Tel.: 085 056 3465",,,False,False,"45K)Location:Chachoengsao BangpakongResponsibilities:Handle import & export shipping documents Handle BOI and IEAT Handle inventory management Coordinate with warehouse for stock receiving and maintain daily updated inventory record into internal systemManage the inbound and outbound administrative documentation Support in coordination internally and externally Answer queries by employees and clients Distribute and store correspondence (e.g. letters, emails and packages Qualifications:Bachelor's degree in any related fields 3 year"
